Processed,Time(h),Time(m),Time(s),Time(ms),Delt,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,PCTimestamp
1,1,1,1,262,3661262,0.18603515625,0.99365234375,-0.0185546875,-0.1220703125,-0.91552734375,0.42724609375,-624.6997791544771,-199.60713875982333,-417.23213127513293,1745594705.3737562
2,1,1,1,277,15,0.18603515625,0.9931640625,-0.0107421875,-0.244140625,-1.46484375,0.244140625,-624.6997791544771,-189.12902254345207,-412.7187918882691,1745594705.3808758
3,1,1,1,292,15,0.17578125,0.99755859375,-0.001953125,-0.3662109375,-1.52587890625,0.244140625,-641.1653903516319,-201.1040125050192,-408.20545250140526,1745594705.3890903
4,1,1,1,307,15,0.1787109375,1.0009765625,-0.00634765625,-0.244140625,-1.28173828125,0.3662109375,-609.7310417025183,-216.07274995697813,-397.6743272653896,1745594705.3956785
5,1,1,1,322,15,0.18310546875,1.00244140625,0.00537109375,0.30517578125,-0.9765625,0.30517578125,-626.196652899673,-208.5883812309987,-421.74547066199676,1745594705.4027715
6,1,1,1,337,15,0.18359375,0.99755859375,-0.00537109375,0.3662109375,-0.9765625,0.244140625,-623.2029054092812,-205.59463374060687,-418.7365777374209,1745594705.7968922
7,1,1,1,352,15,0.18505859375,0.99658203125,-0.01025390625,0.732421875,-0.54931640625,0.18310546875,-642.6622640968278,-202.6008862502151,-417.23213127513293,1745594705.8468764
8,1,1,1,367,15,0.1845703125,0.99853515625,-0.0107421875,0.732421875,-0.67138671875,0.18310546875,-636.6747691160442,-205.59463374060687,-414.22323835055704,1745594705.854063
9,1,1,1,382,15,0.18115234375,0.9951171875,-0.0078125,0.42724609375,-0.79345703125,0.1220703125,-623.2029054092812,-201.1040125050192,-405.1965595768294,1745594705.86059
10,1,1,1,397,15,0.18359375,0.998046875,-0.00537109375,0.06103515625,-1.46484375,0.3662109375,-629.1904003900648,-196.61339126943153,-426.2588100488606,1745594705.8670714
11,1,1,1,412,15,0.18115234375,0.9951171875,-0.01220703125,0.1220703125,-1.40380859375,0.30517578125,-621.7060316640853,-202.6008862502151,-417.23213127513293,1745594705.8735378
12,1,1,1,427,15,0.1865234375,0.99609375,-0.0234375,0.244140625,-1.40380859375,0.3662109375,-624.6997791544771,-199.60713875982333,-417.23213127513293,1745594705.880533
13,1,1,1,442,15,0.1796875,0.98388671875,-0.00634765625,0.244140625,-1.3427734375,0.244140625,-629.1904003900648,-202.6008862502151,-417.23213127513293,1745594705.8870747
14,1,1,1,457,15,0.18994140625,0.9931640625,-0.00390625,0.42724609375,-1.15966796875,0.244140625,-621.7060316640853,-199.60713875982333,-426.2588100488606,1745594705.894343
15,1,1,1,472,15,0.18603515625,0.9912109375,-0.00830078125,0.54931640625,-1.28173828125,0.1220703125,-629.1904003900648,-213.07900246658636,-409.7098989636932,1745594705.9085553
16,1,1,1,487,15,0.17333984375,0.98876953125,-0.00634765625,0.3662109375,-1.220703125,-0.1220703125,-630.6872741352607,-201.1040125050192,-424.7543635865727,1745594705.9152195
17,1,1,1,502,15,0.177734375,1.0009765625,-0.01416015625,0.732421875,-0.67138671875,-0.42724609375,-633.6810216256525,-205.59463374060687,-421.74547066199676,1745594705.921736
18,1,1,1,517,15,0.17236328125,0.99560546875,-0.02392578125,0.732421875,-0.732421875,0.0,-632.1841478804566,-196.61339126943153,-423.2499171242847,1745594705.928241
19,1,1,1,532,15,0.171875,0.9970703125,-0.01171875,0.8544921875,-0.30517578125,0.18310546875,-624.6997791544771,-210.08525497619456,-420.2410241997088,1745594705.935543
20,1,1,1,547,15,0.1796875,0.9990234375,-0.01708984375,0.91552734375,0.0,0.48828125,-629.1904003900648,-199.60713875982333,-417.23213127513293,1745594705.942004
21,1,1,1,562,15,0.171875,0.98779296875,-0.00830078125,1.0986328125,0.244140625,1.03759765625,-612.7247891929101,-193.61964377903976,-432.27659589801243,1745594706.6938987
22,1,1,1,577,15,0.17431640625,0.99853515625,-0.01220703125,0.91552734375,0.30517578125,1.03759765625,-621.7060316640853,-202.6008862502151,-433.7810423603004,1745594706.7004273
23,1,1,1,592,15,0.17919921875,0.9921875,-0.01123046875,0.732421875,0.244140625,1.15966796875,-630.6872741352607,-201.1040125050192,-411.21434542598115,1745594706.7068927
24,1,1,1,607,15,0.20263671875,0.998046875,-0.01025390625,0.67138671875,-0.42724609375,1.220703125,-635.1778953708483,-196.61339126943153,-412.7187918882691,1745594706.7141979
25,1,1,1,622,15,0.18505859375,0.9990234375,-0.005859375,0.67138671875,-0.48828125,0.91552734375,-624.6997791544771,-202.6008862502151,-420.2410241997088,1745594706.7228534
26,1,1,1,637,15,0.17236328125,0.9970703125,-0.00830078125,0.67138671875,-0.54931640625,1.0986328125,-639.668516606436,-199.60713875982333,-423.2499171242847,1745594706.7335234
27,1,1,1,652,15,0.18310546875,0.98681640625,-0.0068359375,1.03759765625,-0.48828125,0.3662109375,-630.6872741352607,-201.1040125050192,-421.74547066199676,1745594706.7402086
28,1,1,1,667,15,0.1787109375,0.99951171875,-0.02099609375,1.40380859375,0.3662109375,0.0,-626.196652899673,-208.5883812309987,-414.22323835055704,1745594706.74667
29,1,1,1,682,15,0.20703125,0.98681640625,-0.0107421875,1.3427734375,-0.1220703125,-0.30517578125,-615.7185366833017,-198.11026501462743,-418.7365777374209,1745594706.753096
30,1,1,1,697,15,0.18115234375,0.99609375,-0.0263671875,1.5869140625,0.6103515625,-1.03759765625,-624.6997791544771,-196.61339126943153,-417.23213127513293,1745594706.7604327
31,1,1,1,712,15,0.22900390625,0.95361328125,0.00439453125,1.5869140625,0.8544921875,-1.5869140625,-636.6747691160442,-211.58212872139046,-421.74547066199676,1745594706.7670062
32,1,1,1,727,15,0.16796875,0.99560546875,-0.02490234375,1.52587890625,1.15966796875,-1.28173828125,-626.196652899673,-216.07274995697813,-432.27659589801243,1745594706.78101
33,1,1,1,742,15,0.16845703125,0.98876953125,-0.0126953125,1.5869140625,0.91552734375,-0.732421875,-617.2154104284976,-199.60713875982333,-420.2410241997088,1745594706.7878892
34,1,1,1,757,15,0.154296875,0.99072265625,0.0087890625,1.77001953125,0.9765625,0.18310546875,-629.1904003900648,-210.08525497619456,-430.77214943572443,1745594706.7951765
35,1,1,1,772,15,0.15673828125,0.998046875,-0.02734375,1.953125,1.220703125,0.42724609375,-633.6810216256525,-208.5883812309987,-424.7543635865727,1745594706.801766
36,1,1,1,787,15,0.25,0.9921875,-0.02734375,1.77001953125,0.8544921875,0.3662109375,-624.6997791544771,-207.0915074858028,-417.23213127513293,1745594706.8082874
37,1,1,1,802,15,0.16552734375,1.0078125,-0.04052734375,2.3193359375,2.38037109375,0.0,-620.2091579188894,-201.1040125050192,-421.74547066199676,1745594706.8147068
38,1,1,1,817,15,0.20556640625,0.9833984375,-0.0263671875,2.38037109375,1.8310546875,0.67138671875,-626.196652899673,-193.61964377903976,-429.2677029734365,1745594706.8292146
39,1,1,1,832,15,0.17431640625,0.99658203125,-0.0234375,2.685546875,0.54931640625,0.8544921875,-623.2029054092812,-201.1040125050192,-435.2854888225883,1745594706.8520882
40,1,1,1,847,15,0.19482421875,0.99365234375,-0.01171875,2.5634765625,0.0,0.6103515625,-609.7310417025183,-211.58212872139046,-439.79882820945215,1745594706.8594425
41,1,1,1,862,15,0.19482421875,0.9921875,-0.0380859375,2.685546875,0.79345703125,-0.18310546875,-621.7060316640853,-207.0915074858028,-420.2410241997088,1745594706.8659291
42,1,1,1,877,15,0.1884765625,0.99609375,-0.0322265625,2.0751953125,0.30517578125,-0.91552734375,-623.2029054092812,-208.5883812309987,-429.2677029734365,1745594706.8723629
43,1,1,1,892,15,0.18115234375,0.9931640625,-0.017578125,1.52587890625,-0.79345703125,-1.28173828125,-626.196652899673,-219.06649744736993,-421.74547066199676,1745594706.88149
44,1,1,1,907,15,0.18994140625,0.9951171875,-0.0322265625,0.8544921875,-1.77001953125,-1.46484375,-617.2154104284976,-199.60713875982333,-412.7187918882691,1745594706.8888068
45,1,1,1,922,15,0.19091796875,0.998046875,-0.0029296875,1.0986328125,-1.953125,-2.25830078125,-629.1904003900648,-202.6008862502151,-426.2588100488606,1745594706.8953044
46,1,1,1,937,15,0.17919921875,1.0107421875,-0.0361328125,1.40380859375,-1.3427734375,-3.0517578125,-629.1904003900648,-196.61339126943153,-426.2588100488606,1745594706.9019344
47,1,1,1,952,15,0.16064453125,0.9931640625,-0.03271484375,2.01416015625,-0.48828125,-4.33349609375,-614.221662938106,-196.61339126943153,-426.2588100488606,1745594706.908431
48,1,1,1,967,15,0.18603515625,0.99462890625,-0.02392578125,1.3427734375,-1.3427734375,-3.60107421875,-620.2091579188894,-193.61964377903976,-439.79882820945215,1745594706.9148643
49,1,1,1,982,15,0.1767578125,0.9912109375,-0.00390625,1.64794921875,-1.03759765625,-3.0517578125,-624.6997791544771,-207.0915074858028,-420.2410241997088,1745594707.2594094
50,1,1,1,997,15,0.16748046875,0.9794921875,-0.044921875,0.91552734375,-2.13623046875,-2.3193359375,-615.7185366833017,-190.62589628864794,-418.7365777374209,1745594707.2659385
51,1,1,2,12,15,0.1435546875,0.99462890625,-0.001953125,0.732421875,-1.77001953125,-1.953125,-612.7247891929101,-198.11026501462743,-421.74547066199676,1745594707.2724779
52,1,1,2,27,15,0.16650390625,1.0029296875,-0.0322265625,0.6103515625,-1.220703125,-1.28173828125,-624.6997791544771,-207.0915074858028,-436.7899352848762,1745594707.2789927
53,1,1,2,42,15,0.18603515625,1.00634765625,-0.05126953125,0.54931640625,-1.0986328125,-1.52587890625,-630.6872741352607,-190.62589628864794,-432.27659589801243,1745594707.2864454
54,1,1,2,57,15,0.1728515625,0.99169921875,-0.05126953125,0.91552734375,-0.67138671875,-1.708984375,-642.6622640968278,-196.61339126943153,-430.77214943572443,1745594707.2988746
55,1,1,2,72,15,0.1611328125,0.9970703125,-0.0341796875,0.54931640625,-1.15966796875,-1.03759765625,-612.7247891929101,-201.1040125050192,-432.27659589801243,1745594707.479583
56,1,1,2,87,15,0.1748046875,0.98974609375,-0.044921875,0.06103515625,-1.220703125,-0.48828125,-611.2279154477142,-199.60713875982333,-430.77214943572443,1745594707.4875085
57,1,1,2,102,15,0.1748046875,1.00048828125,-0.06298828125,-1.40380859375,-0.67138671875,-0.30517578125,-617.2154104284976,-196.61339126943153,-433.7810423603004,1745594707.6453276
58,1,1,2,117,15,0.1943359375,0.99072265625,-0.05078125,-2.13623046875,-0.30517578125,-0.6103515625,-639.668516606436,-207.0915074858028,-433.7810423603004,1745594707.6518145
59,1,1,2,132,15,0.17138671875,0.99560546875,-0.02783203125,-2.44140625,-0.8544921875,-0.8544921875,-633.6810216256525,-193.61964377903976,-432.27659589801243,1745594707.6816597
60,1,1,2,147,15,0.1767578125,0.99951171875,-0.00048828125,-1.64794921875,-1.03759765625,-1.64794921875,-636.6747691160442,-205.59463374060687,-432.27659589801243,1745594707.7059376
61,1,1,2,162,15,0.19775390625,1.005859375,-0.02490234375,-1.52587890625,-2.13623046875,-2.74658203125,-614.221662938106,-196.61339126943153,-451.8343999077557,1745594707.7123744
62,1,1,2,177,15,0.17822265625,1.00439453125,-0.06640625,-1.3427734375,-1.40380859375,-3.0517578125,-623.2029054092812,-208.5883812309987,-442.80772113402804,1745594707.7243943
