Processed,Time(h),Time(m),Time(s),Time(ms),Delt,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,PCTimestamp
14,1,1,1,454,15,-0.00390625,-0.021484375,1.017578125,0.18310546875,-0.1220703125,0.0,-353.7656312740205,21.930175529168814,223.66206165953213,1741601373.4103878
15,1,1,1,469,15,-0.001953125,-0.0244140625,1.0146484375,0.0,0.0,-0.18310546875,-370.23124247117534,17.439554293581136,220.65316873495624,1741601373.4905562
16,1,1,1,484,15,-0.0009765625,-0.03076171875,1.01220703125,0.0,0.0,0.0,-355.2625050192164,24.923923019560604,228.17540104639596,1741601373.4971545
17,1,1,1,499,15,0.00634765625,-0.02783203125,1.017578125,-0.06103515625,-0.06103515625,0.06103515625,-361.24999999999994,39.892660471519534,213.13093642351652,1741601373.5185902
18,1,1,1,514,15,0.0078125,-0.03369140625,1.01806640625,-0.06103515625,-0.244140625,-0.18310546875,-359.7531262548041,27.91767050995239,217.64427581038035,1741601373.5251203
19,1,1,1,529,15,0.01318359375,-0.03271484375,0.99951171875,0.0,0.0,-0.1220703125,-361.24999999999994,26.420796764756492,226.67095458410802,1741601373.5319169
20,1,1,1,544,15,0.02001953125,-0.04248046875,1.01318359375,-0.1220703125,-0.06103515625,-0.06103515625,-364.2437474903918,36.898912981127744,237.20207982012366,1741601373.5392163
21,1,1,1,559,15,0.02099609375,-0.0439453125,1.01123046875,0.0,-0.18310546875,-0.06103515625,-368.7343687259795,21.930175529168814,216.1398293480924,1741601373.5565307
22,1,1,1,574,15,0.01025390625,-0.04638671875,1.021484375,0.18310546875,0.18310546875,-0.06103515625,-361.24999999999994,21.930175529168814,219.1487222726683,1741601373.5630603
23,1,1,1,589,15,0.02197265625,-0.04345703125,1.0146484375,0.0,0.18310546875,0.0,-371.72811621637123,21.930175529168814,226.67095458410802,1741601373.5695262
24,1,1,1,604,15,0.02490234375,-0.0390625,1.015625,0.0,0.0,-0.1220703125,-362.74687374519584,38.395786726323635,225.1665081218201,1741601373.5760007
